Number of Hidden Nodes, Learning Rate, Activation Function, RMSE (1), RMSE (2), RMSE (3), RMSE (Average)
13, 0.25, RELU, 60.16467669807345, 33.664888278671135, 32.11711560376454, 41.98222686016971
13, 0.3, SIGMOID, 34.5995992640117, 34.11767274750732, 34.28069863953481, 34.33265688368461
13, 0.3, TANH, 37.825069392928874, 37.79034083793668, 37.75342537890296, 37.789611869922844
13, 0.3, RELU, 36.62392259825761, 36.99313040817348, 33.89734376844286, 35.83813225829132
13, 0.35, SIGMOID, 35.65466337951656, 34.5445382670861, 35.11795178917894, 35.1057178119272
13, 0.35, TANH, 37.71767554538651, 37.78142117385326, 37.601105845011446, 37.700067521417076
13, 0.35, RELU, 36.46812846654535, 41.77233898917584, 36.65865434603049, 38.29970726725056
13, 0.4, SIGMOID, 33.83820984907512, 34.453894287003365, 34.927534442172366, 34.406546192750284
13, 0.4, TANH, 37.495265400768645, 37.653071193710645, 37.65093685731884, 37.599757817266045
13, 0.4, RELU, 42.0473268133396, 37.85607558067131, 44.46618817180414, 41.45653018860502
13, 0.45, SIGMOID, 34.41273540021185, 34.02301079164449, 35.106204725214106, 34.51398363902348
13, 0.45, TANH, 37.2002901852128, 37.05430590194108, 37.02065141247258, 37.09174916654215
13, 0.45, RELU, 39.56142556054755, 38.45559903324895, 38.654568562746135, 38.890531052180876
13, 0.5, SIGMOID, 35.05580799930466, 35.12389498586791, 34.98497474995871, 35.0548925783771
13, 0.5, TANH, 36.72496693567197, 36.8229418382287, 36.717880074293966, 36.75526294939821
13, 0.5, RELU, 40.62547338733052, 41.91446573379278, 38.72841607256255, 40.42278506456195
14, 0.05, SIGMOID, 51.318523323216645, 52.449761338365704, 52.26180030425456, 52.01002832194564
14, 0.05, TANH, 34.31443197971837, 33.981114169308576, 34.004698819408816, 34.10008165614526
14, 0.05, RELU, 33.720117307951675, 32.80434246153108, 34.82155367332644, 33.78200448093639
14, 0.1, SIGMOID, 35.46393837384805, 35.030611594460595, 35.37580865416007, 35.29011954082291
14, 0.1, TANH, 35.12175686039481, 35.447728368474046, 34.40530331540013, 34.991596181423
14, 0.1, RELU, 33.11879794068627, 33.61792160301528, 32.65482093633993, 33.13051349334716
14, 0.15, SIGMOID, 34.29146412742945, 34.60206582113395, 35.43750020393203, 34.77701005083181
14, 0.15, TANH, 36.98404922367037, 36.76185720056542, 36.66025680992148, 36.802054411385754
14, 0.15, RELU, 39.20050427657803, 32.779636251698165, 36.69322426535948, 36.22445493121189
14, 0.2, SIGMOID, 35.27468099833842, 35.09643497245703, 35.77271636158093, 35.38127744412546
14, 0.2, TANH, 37.301294530751214, 45.611992829792804, 37.345691792478554, 40.08632638434086
14, 0.2, RELU, 36.96442778630158, 36.158592563793704, 33.80895718727843, 35.643992512457906
14, 0.25, SIGMOID, 34.978446590185015, 34.52584498299832, 34.31795294461836, 34.60741483926723
14, 0.25, TANH, 37.72789415250261, 37.79259227533683, 37.78623857827306, 37.76890833537083
14, 0.25, RELU, 33.80527664490819, 33.44329202608564, 36.01758561430725, 34.4220514284337
14, 0.3, SIGMOID, 33.812901367252266, 35.09768425487118, 33.31386069544973, 34.07481543919106
14, 0.3, TANH, 37.793456946319715, 37.735469578158884, 37.8949415886061, 37.8079560376949
14, 0.3, RELU, 34.79637100683242, 38.00909035916056, 38.65205246806151, 37.152504611351496
14, 0.35, SIGMOID, 35.71037601773421, 35.32305931686599, 33.63455025033769, 34.88932852831263
14, 0.35, TANH, 37.70255581753056, 37.687787910732716, 37.623766606980595, 37.671370111747954
14, 0.35, RELU, 35.11940148675689, 43.431250599053136, 43.554377910162536, 40.701676665324186
14, 0.4, SIGMOID, 35.28744339110242, 34.49261384167002, 35.13677192420618, 34.97227638565954
14, 0.4, TANH, 37.62571307831827, 37.69218982198899, 37.43748910906159, 37.58513066978961
14, 0.4, RELU, 38.992363554078594, 36.470297619450406, 39.82864221203688, 38.43043446185529
14, 0.45, SIGMOID, 34.29963091927088, 35.9724543203852, 35.36472265164403, 35.212269297100036
14, 0.45, TANH, 37.041681125802555, 37.03573010422773, 37.16170187573231, 37.079704368587535
14, 0.45, RELU, 40.52380986955709, 36.51884083336076, 44.19092248465789, 40.41119106252525
14, 0.5, SIGMOID, 34.48565041661231, 35.25174601867989, 35.114621582894735, 34.95067267272898
14, 0.5, TANH, 36.720479136663144, 36.92437970411753, 36.712906598117456, 36.785921812966045
14, 0.5, RELU, 39.88155002869715, 44.489760925277864, 39.92112678679922, 41.43081258025808
15, 0.05, SIGMOID, 52.36879587049148, 52.60724163490114, 52.648406518001934, 52.54148134113152
15, 0.05, TANH, 34.048836985443785, 34.3980659782785, 34.088619601466085, 34.178507521729465
15, 0.05, RELU, 34.365486378818225, 35.50706547290271, 34.22090302649637, 34.69781829273911
15, 0.1, SIGMOID, 34.62851712694218, 34.88024000568679, 35.12244588087712, 34.877067671168696
15, 0.1, TANH, 35.74446947144665, 35.80784126964612, 44.69426379489004, 38.74885817866093
15, 0.1, RELU, 33.47002546455791, 31.772281572777565, 33.57989894993623, 32.940735329090565
15, 0.15, SIGMOID, 35.31990164341367, 35.56473241119663, 34.351535530980065, 35.078723195196794
15, 0.15, TANH, 36.58987237713998, 36.7351382041664, 36.764501886624416, 36.69650415597693
15, 0.15, RELU, 33.82750698861512, 34.5623205965849, 34.06651967953722, 34.15211575491241
15, 0.2, SIGMOID, 34.50722886599211, 34.293974187776406, 35.10142402486552, 34.634209026211344
15, 0.2, TANH, 37.52365260606659, 37.495206075149575, 37.6809155795971, 37.56659142027109
15, 0.2, RELU, 36.33501359115593, 34.51314228138899, 31.030013597726633, 33.95938982342385
15, 0.25, SIGMOID, 34.80579666621421, 35.53748409126519, 35.11034113369091, 35.15120729705677
15, 0.25, TANH, 37.908634635321725, 37.67466023010965, 37.75824844539955, 37.78051443694364
15, 0.25, RELU, 40.060521491603666, 31.8228287403138, 33.59267206549156, 35.15867409913634
15, 0.3, SIGMOID, 34.40960239740284, 32.55203036146498, 35.188424135134184, 34.05001896466734
15, 0.3, TANH, 37.99946297192367, 37.79004558016457, 37.76407336164461, 37.85119397124429
15, 0.3, RELU, 38.38986712081634, 41.010928568303, 39.84438495014419, 39.74839354642118
15, 0.35, SIGMOID, 35.193037329301475, 35.08322482601439, 35.691368844766025, 35.32254366669397
15, 0.35, TANH, 37.65734661229193, 37.655918772978026, 37.74938920871982, 37.68755153132992
15, 0.35, RELU, 37.64346730735563, 40.3073472518401, 36.14708912347978, 38.032634560891836
15, 0.4, SIGMOID, 33.39048908160131, 35.69684802196435, 34.79664543693248, 34.62799418016605
15, 0.4, TANH, 37.3941428364153, 37.422446352867695, 37.46358176612462, 37.42672365180254
15, 0.4, RELU, 39.11897858458777, 35.979830426491, 36.00518242372407, 37.03466381160095
15, 0.45, SIGMOID, 34.533405695247794, 34.76824653140621, 34.485057344638406, 34.595569857097466
15, 0.45, TANH, 37.027960105674886, 37.05551810359358, 37.14931059906683, 37.0775962694451
15, 0.45, RELU, 39.93891642114167, 42.8848509523578, 38.77556780937822, 40.533111727625894
15, 0.5, SIGMOID, 33.67569063218304, 35.56581468308376, 35.362503942801865, 34.86800308602289
15, 0.5, TANH, 37.00626665105654, 36.712639696711754, 47.455300976275346, 40.39140244134788
15, 0.5, RELU, 42.96448002611823, 47.58803211211057, 49.160703872177706, 46.57107200346883
16, 0.05, SIGMOID, 51.8913592827673, 52.48521844554509, 52.02539748511693, 52.13399173780977
16, 0.05, TANH, 34.172795131070984, 35.419142899459516, 33.99440342952041, 34.52878048668364
16, 0.05, RELU, 35.21933919687543, 34.10474856676579, 35.56156336859598, 34.96188371074573
16, 0.1, SIGMOID, 34.883900394405714, 33.93133065896843, 34.83151933059565, 34.5489167946566
16, 0.1, TANH, 35.50626765050999, 35.49163474619668, 35.643523439463834, 35.54714194539017
16, 0.1, RELU, 33.80655149210871, 33.26957488299496, 34.506934733511436, 33.86102036953837
16, 0.15, SIGMOID, 35.06361925770969, 34.41601111918092, 34.71555365833084, 34.73172801174048
16, 0.15, TANH, 37.2548650698151, 37.08843240547055, 36.64142873681862, 36.99490873736809
16, 0.15, RELU, 34.359172137844396, 33.01674399875201, 32.43963159585296, 33.271849244149784
16, 0.2, SIGMOID, 34.05495088748639, 35.102462864918635, 34.37368473213225, 34.51036616151243
16, 0.2, TANH, 37.424583930329085, 37.433437140564806, 37.4444888777857, 37.4341699828932
16, 0.2, RELU, 35.35096476321496, 36.124987435672935, 37.10698016864199, 36.194310789176626
16, 0.25, SIGMOID, 34.821786707408, 34.2450342108274, 35.31485404923844, 34.793891655824616
16, 0.25, TANH, 37.82785589392845, 37.806418382334705, 37.685646298725175, 37.77330685832944
16, 0.25, RELU, 34.80765361766779, 35.058570601365204, 30.71588551222239, 33.527369910418464
16, 0.3, SIGMOID, 34.97808768598439, 35.653948562605926, 35.087193545025634, 35.239743264538646
16, 0.3, TANH, 37.790052434368405, 37.87039019215254, 37.851403266870825, 37.837281964463926
16, 0.3, RELU, 37.55761680583322, 37.41854725697209, 34.444047619653404, 36.4734038941529
16, 0.35, SIGMOID, 34.93719119460668, 35.260440580598946, 35.88341406587461, 35.36034861369341
16, 0.35, TANH, 37.67839592640885, 37.83628409391184, 37.779481182145524, 37.76472040082208
16, 0.35, RELU, 35.68137851377663, 41.12174134225682, 33.8059338083293, 36.86968455478758
16, 0.4, SIGMOID, 34.89524794271587, 34.44196188704115, 34.985171632500624, 34.77412715408588
16, 0.4, TANH, 37.48070393505641, 37.55382372239429, 37.39942340884787, 37.47798368876619
16, 0.4, RELU, 37.05642371464395, 36.183244242611565, 35.537900289204515, 36.259189415486674
16, 0.45, SIGMOID, 35.57716667092609, 35.56008951545208, 33.75484312625614, 34.96403310421144
16, 0.45, TANH, 37.09753991899521, 37.09060826972867, 37.09815143409645, 37.09543320760678
16, 0.45, RELU, 36.79715607950173, 46.07626919691526, 47.27750830469056, 43.38364452703585
16, 0.5, SIGMOID, 34.26441301492457, 34.5496926048164, 34.991736859441914, 34.60194749306096
16, 0.5, TANH, 36.728225670588415, 36.906797046453, 36.721295877316045, 36.78543953145248
16, 0.5, RELU, 36.929525771274285, 42.15099866983954, 55.358924311443275, 44.8131495841857
